,genero,edad,pais,nivel de estudios,puesto de trabajo,sector,tamaño de la compañia
19873,Man,30-34,India,Master’s degree,Currently not employed,,
19874,Man,40-44,Italy,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees"
19875,Man,35-39,Brazil,Bachelor’s degree,Other,Government/Public Service,250-999 employees
19876,Man,30-34,Pakistan,Master’s degree,Research Scientist,Medical/Pharmaceutical,0-49 employees
19877,Man,30-34,Russia,I prefer not to answer,Currently not employed,,
19878,Man,18-21,Nigeria,I prefer not to answer,Student,,
19879,Man,50-54,Pakistan,Bachelor’s degree,Currently not employed,,
19880,Man,18-21,United States of America,Bachelor’s degree,Student,,
19881,Man,45-49,Morocco,Doctoral degree,Program/Project Manager,Accounting/Finance,0-49 employees
19882,Man,60-69,Japan,Doctoral degree,Program/Project Manager,Academics/Education,"1000-9,999 employees"
19883,Man,25-29,India,Bachelor’s degree,Data Analyst,Computers/Technology,"1000-9,999 employees"
19884,Woman,22-24,Poland,Master’s degree,Data Scientist,Accounting/Finance,"10,000 or more employees"
19885,Prefer not to say,35-39,India,Master’s degree,Machine Learning Engineer,Other,50-249 employees
19886,Man,18-21,India,Bachelor’s degree,Student,,
19887,Woman,18-21,India,Bachelor’s degree,Student,,
19888,Man,22-24,India,Bachelor’s degree,Other,Computers/Technology,"10,000 or more employees"
19889,Man,40-44,India,Doctoral degree,Research Scientist,Broadcasting/Communications,0-49 employees
19890,Man,40-44,India,Doctoral degree,Data Scientist,Government/Public Service,0-49 employees
19891,Woman,40-44,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,"10,000 or more employees"
19892,Man,45-49,United States of America,Professional doctorate,Other,Medical/Pharmaceutical,"10,000 or more employees"
19893,Man,22-24,Pakistan,Bachelor’s degree,Currently not employed,,
19894,Man,22-24,Thailand,I prefer not to answer,Machine Learning Engineer,,
19895,Man,25-29,India,Master’s degree,Software Engineer,Computers/Technology,50-249 employees
19896,Man,25-29,Netherlands,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,"10,000 or more employees"
19897,Man,18-21,Colombia,Some college/university study without earning a bachelor’s degree,Student,,
19898,Woman,22-24,Taiwan,I prefer not to answer,Student,,
19899,Man,45-49,Egypt,Bachelor’s degree,Product Manager,Manufacturing/Fabrication,0-49 employees
19900,Man,22-24,Pakistan,Master’s degree,Student,,
19901,Prefer to self-describe,22-24,Other,No formal education past high school,Other,Other,"10,000 or more employees"
19902,Man,45-49,Brazil,Bachelor’s degree,Other,Academics/Education,0-49 employees
19903,Man,30-34,Japan,Bachelor’s degree,Other,Manufacturing/Fabrication,"10,000 or more employees"
19904,Man,30-34,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Accounting/Finance,"1000-9,999 employees"
19905,Woman,18-21,India,Some college/university study without earning a bachelor’s degree,Software Engineer,Academics/Education,0-49 employees
19906,Man,18-21,India,Bachelor’s degree,Student,,
19907,Man,45-49,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Program/Project Manager,Non-profit/Service,0-49 employees
19908,Man,22-24,Ghana,Bachelor’s degree,Student,,
19909,Woman,25-29,Brazil,Bachelor’s degree,Data Engineer,Computers/Technology,"1000-9,999 employees"
19910,Man,18-21,India,Master’s degree,Student,,
19911,Man,22-24,Pakistan,Master’s degree,Data Scientist,Computers/Technology,0-49 employees
19912,Man,30-34,United States of America,Doctoral degree,Student,,
19913,Man,18-21,Pakistan,Master’s degree,Student,,
19914,Man,40-44,India,Master’s degree,Data Analyst,Other,"10,000 or more employees"
19915,Man,35-39,Russia,Bachelor’s degree,Product Manager,Accounting/Finance,"1000-9,999 employees"
19916,Man,22-24,India,Some college/university study without earning a bachelor’s degree,Student,,
19917,Man,35-39,United States of America,Master’s degree,Data Scientist,Computers/Technology,50-249 employees
19918,Man,55-59,Ireland,Professional doctorate,Data Analyst,Online Service/Internet-based Services,0-49 employees
19919,Man,25-29,India,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,"10,000 or more employees"
19920,Man,35-39,United States of America,Bachelor’s degree,Software Engineer,Accounting/Finance,"1000-9,999 employees"
19921,Prefer not to say,18-21,India,Bachelor’s degree,Student,,
19922,Man,40-44,Colombia,Master’s degree,Data Engineer,Energy/Mining,"1000-9,999 employees"
19923,Woman,22-24,Viet Nam,Bachelor’s degree,Currently not employed,,
19924,Man,22-24,Bangladesh,Bachelor’s degree,Student,,
19925,Man,18-21,Japan,Master’s degree,Student,,
19926,Man,18-21,India,Bachelor’s degree,Data Analyst,Computers/Technology,"10,000 or more employees"
19927,Man,18-21,China,Bachelor’s degree,Machine Learning Engineer,Other,0-49 employees
19928,Man,25-29,India,Bachelor’s degree,Data Analyst,Retail/Sales,250-999 employees
19929,Man,22-24,United States of America,Master’s degree,Student,,
19930,Woman,30-34,Russia,Bachelor’s degree,Other,Shipping/Transportation,0-49 employees
19931,Man,40-44,Other,Doctoral degree,Machine Learning Engineer,Computers/Technology,0-49 employees
19932,Man,50-54,Russia,Master’s degree,Product Manager,Broadcasting/Communications,"1000-9,999 employees"
19933,Man,22-24,Nigeria,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,0-49 employees
19934,Man,22-24,India,Bachelor’s degree,Data Scientist,Energy/Mining,"1000-9,999 employees"
19935,Man,60-69,United States of America,Bachelor’s degree,Program/Project Manager,Medical/Pharmaceutical,0-49 employees
19936,Man,25-29,Japan,Master’s degree,Software Engineer,Computers/Technology,"1000-9,999 employees"
19937,Woman,30-34,United States of America,Doctoral degree,Data Engineer,Accounting/Finance,"10,000 or more employees"
19938,Man,18-21,India,I prefer not to answer,Student,,
19939,Man,55-59,Colombia,Master’s degree,Business Analyst,Online Business/Internet-based Sales,0-49 employees
19940,Man,22-24,Australia,Master’s degree,Data Scientist,Accounting/Finance,"10,000 or more employees"
19941,Man,18-21,India,Bachelor’s degree,Student,,
19942,Man,25-29,United States of America,Bachelor’s degree,Currently not employed,,
19943,Man,40-44,Israel,Master’s degree,Product Manager,Computers/Technology,"10,000 or more employees"
19944,Man,22-24,China,Master’s degree,Student,,
19945,Woman,25-29,Spain,Master’s degree,Data Scientist,Marketing/CRM,"1000-9,999 employees"
19946,Man,30-34,India,Master’s degree,Other,Computers/Technology,"10,000 or more employees"
19947,Man,25-29,Japan,Bachelor’s degree,Data Scientist,Accounting/Finance,50-249 employees
19948,Man,35-39,United States of America,Master’s degree,Other,Medical/Pharmaceutical,0-49 employees
19949,Man,18-21,India,Bachelor’s degree,Student,,
19950,Man,30-34,France,Master’s degree,Currently not employed,,
19951,Man,45-49,United States of America,Doctoral degree,Research Scientist,Academics/Education,50-249 employees
19952,Woman,45-49,"Iran, Islamic Republic of...",Master’s degree,Student,,
19953,Man,18-21,India,Bachelor’s degree,Student,,
19954,Woman,35-39,Egypt,Master’s degree,Business Analyst,Accounting/Finance,0-49 employees
19955,Man,50-54,Japan,I prefer not to answer,Software Engineer,Computers/Technology,0-49 employees
19956,Man,25-29,Argentina,Master’s degree,Machine Learning Engineer,Medical/Pharmaceutical,0-49 employees
19957,Woman,25-29,Canada,Master’s degree,Machine Learning Engineer,Other,"1000-9,999 employees"
19958,Man,25-29,India,Master’s degree,Software Engineer,Hospitality/Entertainment/Sports,"1000-9,999 employees"
19959,Woman,35-39,Russia,Doctoral degree,Currently not employed,,
19960,Man,30-34,"Iran, Islamic Republic of...",Master’s degree,Research Scientist,Academics/Education,0-49 employees
19961,Man,50-54,Romania,Master’s degree,Software Engineer,Computers/Technology,"1000-9,999 employees"
19962,Man,22-24,India,Bachelor’s degree,Software Engineer,Computers/Technology,"10,000 or more employees"
19963,Man,18-21,Canada,Some college/university study without earning a bachelor’s degree,Data Scientist,Academics/Education,0-49 employees
19964,Woman,18-21,Nigeria,Bachelor’s degree,Data Scientist,Academics/Education,0-49 employees
19965,Man,18-21,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,0-49 employees
19966,Woman,50-54,United States of America,Master’s degree,Other,Other,"1000-9,999 employees"
19967,Man,40-44,Brazil,Master’s degree,Data Engineer,Computers/Technology,50-249 employees
19968,Man,18-21,Turkey,No formal education past high school,Business Analyst,Broadcasting/Communications,0-49 employees
19969,Man,18-21,India,Bachelor’s degree,Data Analyst,Academics/Education,0-49 employees
19970,Man,18-21,Brazil,No formal education past high school,Software Engineer,,
19971,Man,25-29,Belarus,Bachelor’s degree,Data Scientist,Computers/Technology,0-49 employees
19972,Man,22-24,India,Master’s degree,Student,,
19973,Man,22-24,India,Master’s degree,Machine Learning Engineer,Computers/Technology,50-249 employees
19974,Man,40-44,Brazil,Master’s degree,Product Manager,Other,"1000-9,999 employees"
19975,Man,22-24,Poland,Master’s degree,Other,,
19976,Man,30-34,Indonesia,Bachelor’s degree,Business Analyst,Online Service/Internet-based Services,50-249 employees
19977,Man,25-29,Nigeria,Bachelor’s degree,Other,Government/Public Service,50-249 employees
19978,Woman,45-49,Germany,Master’s degree,Data Scientist,Medical/Pharmaceutical,0-49 employees
19979,Man,22-24,Other,Bachelor’s degree,Student,,
19980,Man,30-34,Brazil,Bachelor’s degree,Student,,
19981,Woman,18-21,India,Some college/university study without earning a bachelor’s degree,Student,,
19982,Man,18-21,Russia,No formal education past high school,Student,,
19983,Man,30-34,India,Master’s degree,Other,Academics/Education,250-999 employees
19984,Woman,35-39,Russia,I prefer not to answer,Currently not employed,,
19985,Man,30-34,Nigeria,I prefer not to answer,Other,Accounting/Finance,"1000-9,999 employees"
19986,Woman,18-21,India,Master’s degree,Currently not employed,,
19987,Man,18-21,India,Bachelor’s degree,Data Scientist,,
19988,Man,40-44,Switzerland,Doctoral degree,Program/Project Manager,Other,0-49 employees
19989,Man,30-34,Malaysia,Bachelor’s degree,Data Analyst,Accounting/Finance,"10,000 or more employees"
19990,Woman,25-29,India,Master’s degree,Data Analyst,Computers/Technology,"1000-9,999 employees"
19991,Man,18-21,Nigeria,Master’s degree,Student,,
19992,Man,45-49,Turkey,Doctoral degree,Research Scientist,Academics/Education,"10,000 or more employees"
19993,Man,25-29,China,Professional doctorate,Data Scientist,Academics/Education,0-49 employees
19994,Prefer not to say,35-39,Russia,Master’s degree,Currently not employed,,
19995,Man,18-21,India,Bachelor’s degree,Student,,
19996,Man,40-44,Brazil,Doctoral degree,Data Scientist,Academics/Education,"1000-9,999 employees"
19997,Man,35-39,Germany,Master’s degree,Data Analyst,Online Service/Internet-based Services,50-249 employees
19998,Prefer not to say,22-24,Canada,Master’s degree,Data Scientist,Computers/Technology,"1000-9,999 employees"
19999,Woman,22-24,United States of America,Master’s degree,Student,,
20000,Man,45-49,France,Master’s degree,Statistician,Insurance/Risk Assessment,"10,000 or more employees"
20001,Man,25-29,Russia,Master’s degree,Machine Learning Engineer,Computers/Technology,"1000-9,999 employees"
20002,Man,40-44,Peru,Some college/university study without earning a bachelor’s degree,Data Scientist,,
20003,Man,18-21,India,Bachelor’s degree,Student,,
20004,Man,55-59,Canada,Bachelor’s degree,Software Engineer,Accounting/Finance,"10,000 or more employees"
20005,Woman,30-34,India,Master’s degree,Software Engineer,Government/Public Service,"10,000 or more employees"
20006,Woman,25-29,Germany,Master’s degree,Data Scientist,Other,"10,000 or more employees"
20007,Man,25-29,"Iran, Islamic Republic of...",Master’s degree,Student,,
20008,Man,18-21,India,Bachelor’s degree,Software Engineer,,
20009,Woman,30-34,United States of America,Master’s degree,Statistician,Other,"10,000 or more employees"
20010,Man,18-21,India,Master’s degree,Data Scientist,Computers/Technology,"10,000 or more employees"
20011,Man,45-49,United States of America,Master’s degree,Data Analyst,Academics/Education,50-249 employees
20012,Man,25-29,Turkey,Master’s degree,Machine Learning Engineer,Energy/Mining,0-49 employees
20013,Man,35-39,Other,Bachelor’s degree,Data Analyst,Non-profit/Service,0-49 employees
20014,Man,30-34,Germany,Doctoral degree,Machine Learning Engineer,Online Service/Internet-based Services,"1000-9,999 employees"
20015,Man,30-34,South Africa,Bachelor’s degree,Data Scientist,,
20016,Man,35-39,Brazil,Bachelor’s degree,Data Scientist,Hospitality/Entertainment/Sports,0-49 employees
20017,Man,18-21,India,Bachelor’s degree,Student,,
20018,Man,30-34,Portugal,Master’s degree,Data Analyst,Manufacturing/Fabrication,250-999 employees
20019,Man,18-21,India,Bachelor’s degree,Student,,
20020,Man,35-39,India,Bachelor’s degree,Research Scientist,Manufacturing/Fabrication,"1000-9,999 employees"
20021,Woman,25-29,India,Master’s degree,Data Scientist,Computers/Technology,50-249 employees
20022,Man,18-21,India,Master’s degree,Research Scientist,Academics/Education,0-49 employees
20023,Man,25-29,Brazil,Master’s degree,Other,Medical/Pharmaceutical,0-49 employees
20024,Woman,40-44,Canada,Master’s degree,Currently not employed,,
20025,Man,22-24,"Iran, Islamic Republic of...",Master’s degree,Currently not employed,,
20026,Man,18-21,Thailand,Bachelor’s degree,Machine Learning Engineer,Academics/Education,"1000-9,999 employees"
20027,Woman,25-29,United States of America,Bachelor’s degree,Data Analyst,Retail/Sales,0-49 employees
20028,Man,50-54,Turkey,Bachelor’s degree,Other,Other,0-49 employees
20029,Woman,18-21,Other,Bachelor’s degree,Student,,
20030,Woman,35-39,India,Bachelor’s degree,Data Scientist,Online Business/Internet-based Sales,250-999 employees
20031,Man,60-69,Turkey,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees"
20032,Man,30-34,Nigeria,Some college/university study without earning a bachelor’s degree,Data Scientist,Computers/Technology,"10,000 or more employees"
20033,Man,25-29,United States of America,Master’s degree,Business Analyst,Manufacturing/Fabrication,"1000-9,999 employees"
20034,Man,22-24,India,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,250-999 employees
20035,Man,30-34,Russia,I prefer not to answer,Currently not employed,,
20036,Man,35-39,Japan,Master’s degree,Software Engineer,Shipping/Transportation,"10,000 or more employees"
20037,Man,30-34,United States of America,Bachelor’s degree,Other,Government/Public Service,"10,000 or more employees"
20038,Woman,22-24,India,Bachelor’s degree,Student,,
20039,Man,18-21,India,Bachelor’s degree,Student,,
20040,Man,22-24,India,Bachelor’s degree,Student,,
20041,Man,22-24,Other,Bachelor’s degree,Currently not employed,,
20042,Man,50-54,France,Master’s degree,Other,Computers/Technology,"10,000 or more employees"
20043,Man,25-29,China,Doctoral degree,Student,,
20044,Man,60-69,India,Bachelor’s degree,Software Engineer,Academics/Education,0-49 employees
20045,Man,25-29,Greece,Bachelor’s degree,Data Analyst,Shipping/Transportation,"10,000 or more employees"
20046,Man,40-44,Mexico,Bachelor’s degree,Data Scientist,,
20047,Man,30-34,Spain,Master’s degree,Data Scientist,Hospitality/Entertainment/Sports,250-999 employees
20048,Man,50-54,Netherlands,Some college/university study without earning a bachelor’s degree,Business Analyst,Energy/Mining,"1000-9,999 employees"
20049,Man,22-24,Bangladesh,Bachelor’s degree,Data Scientist,Computers/Technology,0-49 employees
20050,Man,30-34,India,Master’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees
20051,Man,18-21,Japan,No formal education past high school,Student,,
20052,Woman,18-21,China,Bachelor’s degree,Student,,
20053,Man,18-21,India,Bachelor’s degree,Student,,
20054,Man,50-54,Denmark,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees"
20055,Prefer not to say,22-24,Morocco,Master’s degree,Software Engineer,Other,0-49 employees
20056,Man,22-24,Indonesia,Bachelor’s degree,Currently not employed,,
20057,Man,30-34,Turkey,Doctoral degree,Research Scientist,Government/Public Service,50-249 employees
20058,Man,18-21,Russia,Some college/university study without earning a bachelor’s degree,Data Scientist,Academics/Education,50-249 employees
20059,Man,40-44,Japan,Bachelor’s degree,Program/Project Manager,Hospitality/Entertainment/Sports,50-249 employees
20060,Man,40-44,Brazil,Some college/university study without earning a bachelor’s degree,Product Manager,Computers/Technology,50-249 employees
20061,Man,70+,United States of America,Bachelor’s degree,Software Engineer,Military/Security/Defense,"10,000 or more employees"
20062,Man,60-69,Germany,I prefer not to answer,Software Engineer,,
20063,Man,50-54,Kenya,Bachelor’s degree,Software Engineer,Computers/Technology,0-49 employees
20064,Man,35-39,Russia,Master’s degree,Software Engineer,Retail/Sales,0-49 employees
20065,Man,30-34,Australia,Master’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees
20066,Man,18-21,Pakistan,Bachelor’s degree,Data Scientist,Academics/Education,0-49 employees
20067,Man,25-29,India,Master’s degree,Currently not employed,,
20068,Man,25-29,France,Doctoral degree,Data Scientist,Computers/Technology,50-249 employees
20069,Man,22-24,India,Bachelor’s degree,Student,,
20070,Man,35-39,India,Master’s degree,Business Analyst,Computers/Technology,"10,000 or more employees"
20071,Woman,18-21,Philippines,Bachelor’s degree,Student,,
20072,Man,35-39,India,Doctoral degree,Program/Project Manager,Computers/Technology,"10,000 or more employees"
20073,Woman,22-24,Turkey,Master’s degree,Data Scientist,Academics/Education,"1000-9,999 employees"
20074,Man,22-24,Kenya,Bachelor’s degree,Statistician,Academics/Education,0-49 employees
20075,Man,30-34,China,No formal education past high school,Data Scientist,,
20076,Man,35-39,South Korea,Bachelor’s degree,Data Analyst,Other,250-999 employees
20077,Man,22-24,Other,No formal education past high school,Machine Learning Engineer,Government/Public Service,0-49 employees
20078,Man,18-21,Viet Nam,Bachelor’s degree,Data Analyst,Computers/Technology,"10,000 or more employees"
20079,Man,45-49,Spain,Doctoral degree,Research Scientist,Energy/Mining,0-49 employees
20080,Man,35-39,Spain,Bachelor’s degree,Program/Project Manager,,
20081,Man,18-21,India,Bachelor’s degree,Student,,
20082,Man,22-24,India,Master’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees
20083,Man,25-29,South Korea,Bachelor’s degree,Currently not employed,,
20084,Woman,25-29,Nigeria,Master’s degree,Currently not employed,,
20085,Man,22-24,India,Bachelor’s degree,Data Scientist,Marketing/CRM,50-249 employees
20086,Woman,22-24,India,Master’s degree,Student,,
20087,Man,22-24,India,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,"10,000 or more employees"
20088,Man,30-34,India,Some college/university study without earning a bachelor’s degree,Software Engineer,Computers/Technology,0-49 employees
20089,Man,25-29,Russia,Master’s degree,Research Scientist,Military/Security/Defense,50-249 employees
20090,Woman,35-39,India,I prefer not to answer,Machine Learning Engineer,Computers/Technology,"10,000 or more employees"
20091,Man,22-24,Switzerland,Some college/university study without earning a bachelor’s degree,Student,,
20092,Man,25-29,India,Bachelor’s degree,Data Scientist,Government/Public Service,"10,000 or more employees"
20093,Man,22-24,India,Bachelor’s degree,Data Analyst,Non-profit/Service,"1000-9,999 employees"
20094,Man,30-34,Canada,Master’s degree,Data Analyst,Retail/Sales,"10,000 or more employees"
20095,Man,35-39,Turkey,Bachelor’s degree,Currently not employed,,
20096,Man,25-29,China,Master’s degree,Student,,
20097,Woman,45-49,India,Doctoral degree,Currently not employed,,
20098,Man,18-21,Mexico,Bachelor’s degree,Student,,
20099,Man,22-24,India,No formal education past high school,DBA/Database Engineer,Academics/Education,"10,000 or more employees"
20100,Woman,25-29,India,Master’s degree,Other,Other,
20101,Man,45-49,Malaysia,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees"
20102,Man,30-34,France,Master’s degree,Data Scientist,Manufacturing/Fabrication,"10,000 or more employees"
20103,Man,18-21,"Iran, Islamic Republic of...",Master’s degree,Student,,
20104,Man,18-21,India,Some college/university study without earning a bachelor’s degree,Student,,
20105,Man,18-21,Pakistan,Bachelor’s degree,Student,,
20106,Man,22-24,India,Master’s degree,Data Scientist,Academics/Education,0-49 employees
20107,Woman,18-21,Other,Bachelor’s degree,Student,,
20108,Man,18-21,India,Some college/university study without earning a bachelor’s degree,Student,,
20109,Man,22-24,China,Master’s degree,Student,,
20110,Man,30-34,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Manufacturing/Fabrication,0-49 employees
20111,Man,50-54,Indonesia,Doctoral degree,Machine Learning Engineer,Academics/Education,250-999 employees
20112,Man,45-49,Czech Republic,Doctoral degree,Data Scientist,Broadcasting/Communications,"1000-9,999 employees"
20113,Man,30-34,South Korea,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,0-49 employees
20114,Man,50-54,United States of America,Master’s degree,Business Analyst,Academics/Education,"1000-9,999 employees"
20115,Woman,55-59,Japan,Master’s degree,Software Engineer,Academics/Education,"10,000 or more employees"
20116,Man,22-24,India,Bachelor’s degree,Data Engineer,Marketing/CRM,250-999 employees
20117,Man,45-49,United States of America,Doctoral degree,Other,Computers/Technology,"10,000 or more employees"
20118,Man,18-21,India,Bachelor’s degree,Student,,
20119,Man,30-34,Egypt,Master’s degree,Data Scientist,Manufacturing/Fabrication,250-999 employees
20120,Man,22-24,India,Bachelor’s degree,Student,,
20121,Woman,25-29,India,Master’s degree,Data Scientist,Government/Public Service,"10,000 or more employees"
20122,Man,25-29,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,Computers/Technology,50-249 employees
20123,Man,18-21,Russia,Some college/university study without earning a bachelor’s degree,Student,,
20124,Man,22-24,Other,Some college/university study without earning a bachelor’s degree,Student,,
20125,Man,22-24,Japan,Bachelor’s degree,Business Analyst,,
20126,Woman,18-21,Russia,Bachelor’s degree,Student,,
20127,Man,25-29,"Iran, Islamic Republic of...",Master’s degree,Student,,
20128,Man,25-29,Malaysia,Master’s degree,Developer Relations/Advocacy,Marketing/CRM,"10,000 or more employees"
20129,Man,18-21,Pakistan,Bachelor’s degree,Student,,
20130,Woman,22-24,Malaysia,Bachelor’s degree,Data Analyst,Computers/Technology,0-49 employees
20131,Man,18-21,India,Master’s degree,Program/Project Manager,Computers/Technology,"10,000 or more employees"
20132,Man,18-21,Viet Nam,I prefer not to answer,Machine Learning Engineer,Academics/Education,0-49 employees
20133,Man,22-24,Kenya,Bachelor’s degree,Currently not employed,,
20134,Woman,22-24,Egypt,Master’s degree,Research Scientist,Academics/Education,0-49 employees
20135,Man,35-39,India,Master’s degree,Research Scientist,Other,50-249 employees
20136,Man,22-24,Italy,Master’s degree,Data Analyst,Accounting/Finance,"1000-9,999 employees"
20137,Woman,55-59,United States of America,Bachelor’s degree,Program/Project Manager,Computers/Technology,"1000-9,999 employees"
20138,Man,22-24,Nigeria,Bachelor’s degree,Student,,
20139,Prefer not to say,25-29,China,Bachelor’s degree,Data Scientist,Marketing/CRM,50-249 employees
20140,Man,30-34,India,Master’s degree,Other,Other,"1000-9,999 employees"
20141,Man,22-24,Greece,Master’s degree,Student,,
20142,Man,30-34,India,Bachelor’s degree,Business Analyst,Computers/Technology,"10,000 or more employees"
20143,Woman,40-44,Romania,Professional doctorate,Other,Accounting/Finance,0-49 employees
20144,Man,25-29,Japan,Master’s degree,Other,Manufacturing/Fabrication,"10,000 or more employees"
20145,Woman,40-44,Other,Master’s degree,Business Analyst,Accounting/Finance,"1000-9,999 employees"
20146,Man,35-39,South Africa,Bachelor’s degree,Other,Marketing/CRM,0-49 employees
20147,Woman,30-34,India,Master’s degree,Data Scientist,,
20148,Man,22-24,India,Master’s degree,Data Scientist,Medical/Pharmaceutical,50-249 employees
20149,Man,22-24,Other,Bachelor’s degree,Student,,
20150,Man,18-21,India,Bachelor’s degree,Software Engineer,Computers/Technology,250-999 employees
20151,Woman,22-24,Bangladesh,Bachelor’s degree,Student,,
20152,Man,18-21,India,Bachelor’s degree,Student,,
20153,Woman,50-54,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,Academics/Education,0-49 employees
20154,Woman,25-29,Malaysia,Master’s degree,Student,,
20155,Man,35-39,Egypt,Master’s degree,Data Analyst,Academics/Education,0-49 employees
20156,Man,22-24,Nepal,Bachelor’s degree,Machine Learning Engineer,Other,0-49 employees
20157,Man,35-39,United Arab Emirates,Master’s degree,Software Engineer,Government/Public Service,250-999 employees
20158,Man,35-39,India,Master’s degree,Student,,
20159,Woman,40-44,India,Master’s degree,Other,Accounting/Finance,"1000-9,999 employees"
20160,Man,18-21,India,I prefer not to answer,Student,,
20161,Man,30-34,China,Doctoral degree,Data Scientist,Medical/Pharmaceutical,50-249 employees
20162,Man,22-24,India,Bachelor’s degree,Student,,
20163,Woman,30-34,Taiwan,Master’s degree,Program/Project Manager,Computers/Technology,"10,000 or more employees"
20164,Woman,25-29,India,Master’s degree,Other,Computers/Technology,250-999 employees
20165,Man,35-39,India,Master’s degree,Software Engineer,Computers/Technology,"1000-9,999 employees"
20166,Man,45-49,Ukraine,Master’s degree,Software Engineer,Manufacturing/Fabrication,250-999 employees
20167,Man,18-21,India,Some college/university study without earning a bachelor’s degree,Data Scientist,Computers/Technology,0-49 employees
20168,Man,22-24,Nepal,Bachelor’s degree,Machine Learning Engineer,Other,0-49 employees
20169,Man,25-29,India,Master’s degree,Business Analyst,,
20170,Man,30-34,Italy,Master’s degree,Research Scientist,Other,50-249 employees
20171,Woman,30-34,Nigeria,Bachelor’s degree,Currently not employed,,
20172,Man,35-39,Japan,Master’s degree,Software Engineer,Online Business/Internet-based Sales,0-49 employees
20173,Man,40-44,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,50-249 employees
20174,Man,18-21,Chile,Some college/university study without earning a bachelor’s degree,Statistician,Academics/Education,0-49 employees
20175,Man,22-24,India,Some college/university study without earning a bachelor’s degree,Student,,
20176,Man,45-49,Indonesia,Doctoral degree,Student,,
20177,Woman,40-44,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,Computers/Technology,0-49 employees
20178,Man,18-21,Indonesia,I prefer not to answer,Student,,
20179,Man,55-59,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,"1000-9,999 employees"
20180,Woman,30-34,United States of America,Bachelor’s degree,Other,Insurance/Risk Assessment,"10,000 or more employees"
20181,Woman,30-34,India,Bachelor’s degree,Data Engineer,Computers/Technology,0-49 employees
20182,Man,18-21,India,Bachelor’s degree,Student,,
20183,Man,25-29,China,Doctoral degree,Student,,
20184,Man,50-54,"Iran, Islamic Republic of...",Doctoral degree,Other,Academics/Education,250-999 employees
20185,Woman,18-21,India,Bachelor’s degree,Student,,
20186,Man,35-39,India,Master’s degree,Program/Project Manager,Manufacturing/Fabrication,"10,000 or more employees"
20187,Woman,22-24,Egypt,Bachelor’s degree,Data Scientist,Computers/Technology,0-49 employees
20188,Man,22-24,Pakistan,Master’s degree,Software Engineer,,
20189,Woman,22-24,India,Bachelor’s degree,Currently not employed,,
20190,Man,25-29,Brazil,Bachelor’s degree,Student,,
20191,Man,22-24,India,Bachelor’s degree,Software Engineer,Computers/Technology,250-999 employees
20192,Man,22-24,India,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,"10,000 or more employees"
20193,Man,22-24,India,Bachelor’s degree,Software Engineer,Computers/Technology,"10,000 or more employees"
20194,Man,30-34,Bangladesh,Master’s degree,Software Engineer,,
20195,Man,30-34,Japan,Master’s degree,Data Scientist,Computers/Technology,0-49 employees
20196,Man,25-29,Colombia,Master’s degree,Research Scientist,Energy/Mining,0-49 employees
20197,Man,25-29,Spain,Master’s degree,Data Scientist,Accounting/Finance,50-249 employees
20198,Woman,22-24,United States of America,Master’s degree,Student,,
20199,Woman,22-24,Kazakhstan,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,250-999 employees
20200,Man,30-34,India,Bachelor’s degree,Software Engineer,Accounting/Finance,"1000-9,999 employees"
20201,Man,40-44,Colombia,Master’s degree,DBA/Database Engineer,Other,50-249 employees
20202,Man,22-24,Brazil,Bachelor’s degree,Data Scientist,Online Business/Internet-based Sales,"10,000 or more employees"
20203,Man,25-29,Colombia,Master’s degree,Data Analyst,Insurance/Risk Assessment,50-249 employees
20204,Woman,18-21,India,Bachelor’s degree,Student,,
20205,Man,18-21,India,Bachelor’s degree,Student,,
20206,Man,18-21,India,Bachelor’s degree,Student,,
20207,Man,30-34,Canada,Doctoral degree,Research Scientist,Academics/Education,250-999 employees
